annotated_by,category,question
unsupervised,NOT-A-QUESTION,"The University of Chicago (UChicago, Chicago, or U of C) is a private research university in Chicago."
unsupervised,NOT-A-QUESTION,"The University of Chicago agreed to confer a degree on any graduating senior from an affiliated school who made a grade of A for all four years, and on any other graduate who took twelve weeks additional study at the University of Chicago."
unsupervised,NOT-A-QUESTION,The University of Chicago also agreed to provide affiliated schools with books and scientific apparatus and supplies at cost; special instructors and lecturers without cost except travel expenses; and a copy of every book and journal published by the University of Chicago Press at no cost.
unsupervised,NOT-A-QUESTION,"The University of Chicago was created and incorporated as a coeducational, secular institution in 1890 by the American Baptist Education Society and a donation from oil magnate and philanthropist John D. Rockefeller on land donated by Marshall Field."
unsupervised,NOT-A-QUESTION,"The University of Warsaw was established in 1816, when the partitions of Poland separated Warsaw from the oldest and most influential Polish academic center, in Kraków."
unsupervised,NOT-A-QUESTION,"The Upper Rhine had been part of the areal of the late Hallstatt culture since the 6th century BC, and by the 1st century BC, the areal of the La Tène culture covered almost its entire length, forming a contact zone with the Jastorf culture, i.e."
unsupervised,NOT-A-QUESTION,The Upper Rhine region was changed significantly by a Rhine straightening program in the 19th Century.
unsupervised,NOT-A-QUESTION,The User Datagram Protocol (UDP) is an example of a datagram protocol.
unsupervised,NOT-A-QUESTION,The Victorian Alps in the northeast are the coldest part of Victoria.
unsupervised,NOT-A-QUESTION,"The Vistula River is the specific axis of Warsaw, which divides the city into two parts, left and right."
unsupervised,NOT-A-QUESTION,"The Warsaw Citadel, an impressive 19th-century fortification built after the defeat of the November Uprising, was a place of martyr for the Poles."
unsupervised,NOT-A-QUESTION,The Warsaw Stock Exchange is one of the largest and most important in Central and Eastern Europe.
unsupervised,NOT-A-QUESTION,"The Warsaw Uprising Museum also operates a rare preserved and operating historic stereoscopic theatre, the Warsaw Fotoplastikon."
unsupervised,NOT-A-QUESTION,"The Wilanów Palace Park, dates back to the second half of the 17th century."
unsupervised,NOT-A-QUESTION,"The Wojciech Bogusławski Theatre (1922–26), was the best example of ""Polish monumental theatre""."
unsupervised,NOT-A-QUESTION,The X.25 protocol suite uses this network type.
unsupervised,NOT-A-QUESTION,"The Yuan dynasty (Chinese: 元朝; pinyin: Yuán Cháo), officially the Great Yuan (Chinese: 大元; pinyin: Dà Yuán; Mongolian: Yehe Yuan Ulus[a]), was the empire or ruling dynasty of China established by Kublai Khan, leader of the Mongolian Borjigin clan."
unsupervised,NOT-A-QUESTION,"The Yuan dynasty is also known as the ""Mongol dynasty"" or ""Mongol Dynasty of China"", similar to the names ""Manchu dynasty"" or ""Manchu Dynasty of China"" for the Qing dynasty."
unsupervised,NOT-A-QUESTION,The Yuan government established centers for printing throughout China.
unsupervised,NOT-A-QUESTION,"The Yuan government used woodblocks to print paper money, but switched to bronze plates in 1275."
unsupervised,NOT-A-QUESTION,The Yuan undertook extensive public works.
unsupervised,NOT-A-QUESTION,"The academic bodies of the University of Chicago consist of the College, four divisions of graduate research and seven professional schools."
unsupervised,NOT-A-QUESTION,The academic content of the academies was usually College Preparatory.
unsupervised,NOT-A-QUESTION,"The account of his travels, Il milione (or, The Million, known in English as the Travels of Marco Polo), appeared about the year 1299."
unsupervised,NOT-A-QUESTION,"The actual number of legions present at any base or in all, depended on whether a state or threat of war existed."
unsupervised,NOT-A-QUESTION,"The adoption of compounding was common for industrial units, for road engines and almost universal for marine engines after 1880; it was not universally popular in railway locomotives where it was often perceived as complicated."
unsupervised,NOT-A-QUESTION,The advances made in the Middle East in botany and chemistry led medicine in medieval Islam substantially to develop pharmacology.
unsupervised,NOT-A-QUESTION,"The affected region was approximate 1,160,000 square miles (3,000,000 km2) of rainforest, compared to 734,000 square miles (1,900,000 km2) in 2005."
unsupervised,NOT-A-QUESTION,The agreement aimed to prevent Germany from re-establishing dominance in the production of coal and steel as members felt that its dominance had contributed to the outbreak of the war.
unsupervised,NOT-A-QUESTION,The agreement provided that either party could terminate the affiliation on proper notice.
unsupervised,NOT-A-QUESTION,The agreements include fixed annual carriage fees of £30m for the channels with both channel suppliers able to secure additional capped payments if their channels meet certain performance-related targets.
unsupervised,NOT-A-QUESTION,The aims of the Agreement on Social Policy are:
unsupervised,NOT-A-QUESTION,"The allies left the Rhineland, in 1930 and the German army re-occupied it in 1936, which was enormously popular in Germany."
unsupervised,NOT-A-QUESTION,"The announcement came a day after Setanta Sports confirmed that it would launch in March as a subscription service on the digital terrestrial platform, and on the same day that NTL's services re-branded as Virgin Media."
unsupervised,NOT-A-QUESTION,"The answer is not known, but it is believed that the problem is at least not NP-complete."
unsupervised,NOT-A-QUESTION,The architects later removed sections of the bricks when pressure arose in the form of complaints that the views of the city were blocked.
unsupervised,NOT-A-QUESTION,"The area corresponded to the northern part of present-day Upper Normandy down to the river Seine, but the Duchy would eventually extend west beyond the Seine."
unsupervised,NOT-A-QUESTION,"The area includes many California Bungalow and American Craftsman style homes, Spanish Colonial Revival Style architecture, Mediterranean Revival Style architecture, Mission Revival Style architecture, and many Storybook houses designed by Fresno architects, Hilliard, Taylor & Wheeler."
unsupervised,NOT-A-QUESTION,The area of the modern city of Jacksonville has been inhabited for thousands of years.
unsupervised,NOT-A-QUESTION,"The area was originally inhabited by the Timucua people, and in 1564 was the site of the French colony of Fort Caroline, one of the earliest European settlements in what is now the continental United States."
unsupervised,NOT-A-QUESTION,"The argument that Belgians would believe it was butter if it was not cube shaped was disproportionate: it would ""considerably exceed the requirements of the object in view"" and labelling would protect consumers ""just as effectively""."
unsupervised,NOT-A-QUESTION,"The armed struggle, planned to last 48 hours, was partially successful, however it went on for 63 days."
unsupervised,NOT-A-QUESTION,The availability of the Bible in vernacular languages was important to the spread of the Protestant movement and development of the Reformed church in France.
unsupervised,NOT-A-QUESTION,"The average Mongol garrison family of the Yuan dynasty seems to have lived a life of decaying rural leisure, with income from the harvests of their Chinese tenants eaten up by costs of equipping and dispatching men for their tours of duty."
unsupervised,NOT-A-QUESTION,"The average earning for a professional in the construction industry in the Middle East, across all sectors, job types and levels of experience, is £42,090, compared to £26,719 in the UK."
unsupervised,NOT-A-QUESTION,The average household size was 2.55 and the average family size was 3.21.
unsupervised,NOT-A-QUESTION,The average plant biomass is estimated at 356 ± 47 tonnes per hectare.
unsupervised,NOT-A-QUESTION,"The average windows for 100 °F (37.8 °C)+, 90 °F (32.2 °C)+, and freezing temperatures are June 1 thru September 13, April 26 thru October 9, and December 10 thru January 28, respectively, and no freeze occurred between in the 1983/1984 season."
unsupervised,NOT-A-QUESTION,"The basis for the Social Chapter was developed in 1989 by the ""social partners"" representatives, namely UNICE, the employers' confederation, the European Trade Union Confederation (ETUC) and CEEP, the European Centre of Public Enterprises."
unsupervised,NOT-A-QUESTION,The benefit of this is lost somewhat due to the lower heat addition temperature.
unsupervised,NOT-A-QUESTION,"The best algorithm for this problem, due to Laszlo Babai and Eugene Luks has run time 2O(√(n log(n))) for graphs with n vertices."
unsupervised,NOT-A-QUESTION,"The best examples of Newcomen designs had a duty of about 7 million, but most were closer to 5 million."
unsupervised,NOT-A-QUESTION,The best he could do was to operate his racket in three districts.
unsupervised,NOT-A-QUESTION,"The bond can be variously described based on level of theory, but is reasonably and simply described as a covalent double bond that results from the filling of molecular orbitals formed from the atomic orbitals of the individual oxygen atoms, the filling of which results in a bond order of two."
unsupervised,NOT-A-QUESTION,The branch of number theory studying such questions is called additive number theory.
unsupervised,NOT-A-QUESTION,"The bridges at Nijmegen, over the Waal distributary of the Rhine, were also an objective of Operation Market Garden."
unsupervised,NOT-A-QUESTION,"The bubonic plague mechanism was also dependent on two populations of rodents: one resistant to the disease, which act as hosts, keeping the disease endemic, and a second that lack resistance."
unsupervised,NOT-A-QUESTION,"The buildings of the Main Quadrangles were designed by Cobb, Shepley, Rutan and Coolidge, Holabird & Roche, and other architectural firms in a mixture of the Victorian Gothic and Collegiate Gothic styles, patterned on the colleges of the University of Oxford."
unsupervised,NOT-A-QUESTION,"The bulk of British emigration, trade, and capital went to areas outside the formal British Empire."
unsupervised,NOT-A-QUESTION,The calendar may have been influenced solely by the work of Song dynasty astronomer Shen Kuo or possibly by the work of Arab astronomers.
unsupervised,NOT-A-QUESTION,"The center includes spaces for exhibitions, performances, classes, and media production."
unsupervised,NOT-A-QUESTION,"The centre-left Australian Labor Party (ALP), the centre-right Liberal Party of Australia, the rural-based National Party of Australia, and the environmentalist Australian Greens are Victoria's main political parties."
unsupervised,NOT-A-QUESTION,"The chair is assisted by an elected bureau including vice-chairs, working group co-chairs, and a secretariat."
unsupervised,NOT-A-QUESTION,The charter creating the Harvard Corporation was granted in 1650.
unsupervised,NOT-A-QUESTION,"The chemical experiment that tested how life originated on early Earth, the Miller–Urey experiment, was conducted at the university."
unsupervised,NOT-A-QUESTION,The cities and communities along Interstate 15 and Interstate 215 are so inter-related that Temecula and Murrieta have as much connection with the San Diego metropolitan area as they do with the Inland Empire.
unsupervised,NOT-A-QUESTION,"The city has only received one direct hit from a hurricane since 1871; however, Jacksonville has experienced hurricane or near-hurricane conditions more than a dozen times due to storms crossing the state from the Gulf of Mexico to the Atlantic Ocean, or passing to the north or south in the Atlantic and brushing past the area."
unsupervised,NOT-A-QUESTION,"The city is a significant centre of research and development, BPO, ITO, as well as of the Polish media industry."
unsupervised,NOT-A-QUESTION,"The city limits cover 516.9 square kilometres (199.6 sq mi), while the metropolitan area covers 6,100.43 square kilometres (2,355.39 sq mi)."
unsupervised,NOT-A-QUESTION,The city of Fresno is planned to serve the future California High Speed Rail.
unsupervised,NOT-A-QUESTION,The city straddles the Vistula River.
unsupervised,NOT-A-QUESTION,The city would become the centre of urban resistance to Nazi rule in occupied Europe.
unsupervised,NOT-A-QUESTION,"The city's garrison resisted until February 1082, when Dyrrachium was betrayed to the Normans by the Venetian and Amalfitan merchants who had settled there."
unsupervised,NOT-A-QUESTION,"The city's most populous ethnic group, non-Hispanic white, declined from 75.8% in 1970 to 55.1% by 2010."
unsupervised,NOT-A-QUESTION,The city's political institutions and the university were all handed over to the Huguenots.
unsupervised,NOT-A-QUESTION,"The city's residents fled to the north, most of them dying during the journey, but the infection had been spread to the people of Asia Minor."
unsupervised,NOT-A-QUESTION,"The city's tourism, however, was dealt major blows in the late 19th century by yellow fever outbreaks."
unsupervised,NOT-A-QUESTION,"The cold water flows near the surface and at first doesn't mix with the warmer, green waters of Upper Lake."
unsupervised,NOT-A-QUESTION,"The color was unofficially adopted (in preference to magenta) by an 1875 vote of the student body, although the association with some form of red can be traced back to 1858, when Charles William Eliot, a young graduate student who would later become Harvard's 21st and longest-serving president (1869–1909), bought red bandanas for his crew so they could more easily be distinguished by spectators at a regatta."
unsupervised,NOT-A-QUESTION,"The combined wealth of the ""10 million dollar millionaires"" grew to nearly $41 trillion in 2008."
unsupervised,NOT-A-QUESTION,"The community and its congregation remain active to this day, with descendants of many of the founding families still living in the region."
unsupervised,NOT-A-QUESTION,The company Energiprojekt AB in Sweden has made progress in using modern materials for harnessing the power of steam.
unsupervised,NOT-A-QUESTION,"The complete engine cycle occupies one rotation of the crank and two piston strokes; the cycle also comprises four events – admission, expansion, exhaust, compression."
unsupervised,NOT-A-QUESTION,The complete expansion of the steam now occurs across multiple cylinders and as less expansion now occurs in each cylinder less heat is lost by the steam in each.
unsupervised,NOT-A-QUESTION,"The complete formulation of the standard model predicts an as yet unobserved Higgs mechanism, but observations such as neutrino oscillations indicate that the standard model is incomplete."
unsupervised,NOT-A-QUESTION,"The complexity class NP, on the other hand, contains many problems that people would like to solve efficiently, but for which no efficient algorithm is known, such as the Boolean satisfiability problem, the Hamiltonian path problem and the vertex cover problem."
unsupervised,NOT-A-QUESTION,"The compression and orogeny continue today, as shown by the ongoing raising of the mountains a small amount each year and the active volcanoes."
unsupervised,NOT-A-QUESTION,The concept of duty was first introduced by Watt in order to illustrate how much more efficient his engines were over the earlier Newcomen designs.
unsupervised,NOT-A-QUESTION,"The concept of inertia can be further generalized to explain the tendency of objects to continue in many different forms of constant motion, even those that are not strictly constant velocity."
unsupervised,NOT-A-QUESTION,"The condensers are cooled by water flow from oceans, rivers, lakes, and often by cooling towers which evaporate water to provide cooling energy removal."
unsupervised,NOT-A-QUESTION,The connection between macroscopic nonconservative forces and microscopic conservative forces is described by detailed treatment with statistical mechanics.
unsupervised,NOT-A-QUESTION,The connection to prime numbers is that it essentially says that the primes are as regularly distributed as possible.
unsupervised,NOT-A-QUESTION,The conquest of the Song reunited northern and southern China for the first time in three hundred years.
unsupervised,NOT-A-QUESTION,The construction of Delta Works changed the Delta in the second half of the 20th Century fundamentally.
unsupervised,NOT-A-QUESTION,"The correlation between capitalism, aristocracy, and imperialism has long been debated among historians and political theorists."
unsupervised,NOT-A-QUESTION,The country had a long history of struggles with the papacy by the time the Protestant Reformation finally arrived.
unsupervised,NOT-A-QUESTION,The crisis reduced the demand for large cars.
unsupervised,NOT-A-QUESTION,The current Premier of Victoria is Daniel Andrews.
unsupervised,NOT-A-QUESTION,"The current Subject Committees in the fourth Session are: Economy, Energy and Tourism; Education and Culture; Health and Sport; Justice; Local Government and Regeneration; Rural Affairs, Climate Change and Environment; Welfare Reform; and Infrastructure and Capital Investment."
unsupervised,NOT-A-QUESTION,The customary law of Normandy was developed between the 10th and 13th centuries and survives today through the legal systems of Jersey and Guernsey in the Channel Islands.
unsupervised,NOT-A-QUESTION,"The delta is delimited in the West by the Alter Rhein (""Old Rhine"") and in the East by a modern canalized section."
unsupervised,NOT-A-QUESTION,The deportation of Acadians beginning in 1755 resulted in land made available to migrants from Europe and the colonies further south.
unsupervised,NOT-A-QUESTION,The development of fundamental theories for forces proceeded along the lines of unification of disparate ideas.
unsupervised,NOT-A-QUESTION,The development of plate tectonics provided a physical basis for many observations of the solid Earth.
unsupervised,NOT-A-QUESTION,"The discharge of the Rhine is divided among three branches: the River Waal (6/9 of total discharge), the River Nederrijn – Lek (2/9 of total discharge) and the River IJssel (1/9 of total discharge)."
unsupervised,NOT-A-QUESTION,The dominant economic sectors in the Middle Rhine area are viniculture and tourism.
unsupervised,NOT-A-QUESTION,"The dominant explanation for the Black Death is the plague theory, which attributes the outbreak to Yersinia pestis, also responsible for an epidemic that began in southern China in 1865, eventually spreading to India."
unsupervised,NOT-A-QUESTION,The dying  NYDailyNews asked me to do an Editorial on the Central Park 5 ripoff & then they pretend it was my idea.
unsupervised,NOT-A-QUESTION,"The dynasty was established by Kublai Khan, yet he placed his grandfather Genghis Khan on the imperial records as the official founder of the dynasty as Taizu."
unsupervised,NOT-A-QUESTION,The earliest known reference to immunity was during the plague of Athens in 430 BC.
unsupervised,NOT-A-QUESTION,"The early Cambrian sessile frond-like fossil Stromatoveris, from China's Chengjiang lagerstätte and dated to about 515 million years ago, is very similar to Vendobionta of the preceding Ediacaran period."
unsupervised,NOT-A-QUESTION,"The early United States expressed its opposition to Imperialism, at least in a form distinct from its own Manifest Destiny, through policies such as the Monroe Doctrine."
unsupervised,NOT-A-QUESTION,"The eastern section of the park, closest to the Palace, is the two-level garden with a terrace facing the pond."
unsupervised,NOT-A-QUESTION,The economic growth during the first years of Congress Poland caused a rapid rise architecture.
unsupervised,NOT-A-QUESTION,"The economy of Victoria is highly diversified: service sectors including financial and property services, health, education, wholesale, retail, hospitality and manufacturing constitute the majority of employment."
unsupervised,NOT-A-QUESTION,The efficiency of Energiprojekt's steam engine reaches some 27-30% on high-pressure engines.
unsupervised,NOT-A-QUESTION,The efficiency of a Rankine cycle is usually limited by the working fluid.
unsupervised,NOT-A-QUESTION,"The effort was the first at any permanent European settlement in the present-day continental United States, but survived only a short time."
unsupervised,NOT-A-QUESTION,"The election produced a majority SNP government, making this the first time in the Scottish Parliament where a party has commanded a parliamentary majority."
unsupervised,NOT-A-QUESTION,"The electromagnetic force acts between electric charges, and the gravitational force acts between masses."
unsupervised,NOT-A-QUESTION,"The embargo caused an oil crisis, or ""shock"", with many short- and long-term effects on global politics and the global economy."
unsupervised,NOT-A-QUESTION,"The empire allied with Germany in the early 20th century, with the imperial ambition of recovering its lost territories, but it dissolved in the aftermath of World War I, leading to the emergence of the new state of Turkey in the Ottoman Anatolian heartland, as well as the creation of modern Balkan and Middle Eastern states, thus ending Turkish colonial ambitions."
unsupervised,NOT-A-QUESTION,The engine indicator can also be used on internal combustion engines.
unsupervised,NOT-A-QUESTION,The engines could be sited anywhere that water and coal or wood fuel could be obtained.
unsupervised,NOT-A-QUESTION,The era name was changed to Zhiyuan to herald a new era of Chinese history.
unsupervised,NOT-A-QUESTION,"The essence is there are three readings, starting with a Commission proposal, where the Parliament must vote by a majority of all MEPs (not just those present) to block or suggest changes, and the Council must vote by qualified majority to approve changes, but by unanimity to block Commission amendment."
unsupervised,NOT-A-QUESTION,"The establishment of the German colonial empire proceeded smoothly, starting with German New Guinea in 1884."
unsupervised,NOT-A-QUESTION,The evolutionary strategy used by cicadas of the genus Magicicada make use of prime numbers.
unsupervised,NOT-A-QUESTION,The exact number of fatalities throughout the country is not known.
unsupervised,NOT-A-QUESTION,"The expeditions were hampered by disease, an inhospitable climate, and a tropical terrain unsuitable for the mounted warfare of the Mongols."
unsupervised,NOT-A-QUESTION,The experimental measurements made by Watt on a model steam engine led to the development of the separate condenser.
unsupervised,NOT-A-QUESTION,"The eye crossed St. Augustine with winds that had just barely diminished to 110 mph (180 km/h), making it a strong Category 2 on the Saffir-Simpson Scale."
unsupervised,NOT-A-QUESTION,The facilities were made possible by a gift from Yale University alumnus Edward Harkness.
unsupervised,NOT-A-QUESTION,The fact that Regina George is trending right now is the best thing that's happened today.
unsupervised,NOT-A-QUESTION,"The festival traces its roots to a peaceful pagan ritual where maidens would float their wreaths of herbs on the water to predict when they would be married, and to whom."
unsupervised,NOT-A-QUESTION,"The field really began to flourish in 1971 when the US researcher Stephen Cook and, working independently, Leonid Levin in the USSR, proved that there exist practically relevant problems that are NP-complete."
unsupervised,NOT-A-QUESTION,The final major evolution of the steam engine design was the use of steam turbines starting in the late part of the 19th century.
unsupervised,NOT-A-QUESTION,The findings were published in the journal Science.
unsupervised,NOT-A-QUESTION,The first European settlement in the area later known as Victoria was established in October 1803 under Lieutenant-Governor David Collins at Sullivan Bay on Port Phillip.
unsupervised,NOT-A-QUESTION,The first European to travel the length of the Amazon River was Francisco de Orellana in 1542.
unsupervised,NOT-A-QUESTION,The first Huguenots to leave France sought freedom from persecution in Switzerland and the Netherlands.
unsupervised,NOT-A-QUESTION,The first Warsaw President was Jan Andrzej Menich (1695–1696).
unsupervised,NOT-A-QUESTION,"The first buildings of the University of Chicago campus, which make up what is now known as the Main Quadrangles, were part of a ""master plan"" conceived by two University of Chicago trustees and plotted by Chicago architect Henry Ives Cobb."
unsupervised,NOT-A-QUESTION,"The first commercially successful true engine, in that it could generate power and transmit it to a machine, was the atmospheric engine, invented by Thomas Newcomen around 1712."
unsupervised,NOT-A-QUESTION,The first commercially viable process for producing liquid oxygen was independently developed in 1895 by German engineer Carl von Linde and British engineer William Hampson.
unsupervised,NOT-A-QUESTION,The first fortified settlements on the site of today's Warsaw were located in Bródno (9th/10th century) and Jazdów (12th/13th century).
unsupervised,NOT-A-QUESTION,"The first four are sections within their corresponding graduate divisions, while the New Collegiate Division administers interdisciplinary majors and studies which do not fit in one of the other four divisions."
unsupervised,NOT-A-QUESTION,"The first full-scale working railway steam locomotive was built by Richard Trevithick in the United Kingdom and, on 21 February 1804, the world's first railway journey took place as Trevithick's unnamed steam locomotive hauled a train along the tramway from the Pen-y-darren ironworks, near Merthyr Tydfil to Abercynon in south Wales."
unsupervised,NOT-A-QUESTION,The first geological map of the U.S. was produced in 1809 by William Maclure.
unsupervised,NOT-A-QUESTION,"The first settlement in the area occurred in 1803 at Sullivan Bay, and much of what is now Victoria was included in the Port Phillip District in 1836, an administrative division of New South Wales."
unsupervised,NOT-A-QUESTION,The first song you're gonna hear tomorrow night is about how I literally can't open up and be vulnerable with someone..— Nick Jonas .
unsupervised,NOT-A-QUESTION,"The flight of Huguenot refugees from Tours, France drew off most of the workers of its great silk mills which they had built."
unsupervised,NOT-A-QUESTION,The flora of the city may be considered very rich in species.
unsupervised,NOT-A-QUESTION,"The flow of cold, gray mountain water continues for some distance into the lake."
unsupervised,NOT-A-QUESTION,"The flow reappears on the surface at the northern (German) shore of the lake, off the island of Lindau."
unsupervised,NOT-A-QUESTION,"The following ordinary election reverts to the first Thursday in May, a multiple of four years after 1999 (i.e., 5 May 2011, 7 May 2015, etc."
unsupervised,NOT-A-QUESTION,The following table gives the largest known primes of the mentioned types.
unsupervised,NOT-A-QUESTION,"The fort was destroyed in 1560 by the Portuguese, who captured part of the Huguenots."
unsupervised,NOT-A-QUESTION,The four general questions available to opposition leaders are:
unsupervised,NOT-A-QUESTION,"The fourth Yuan emperor, Buyantu Khan (Ayurbarwada), was a competent emperor."
unsupervised,NOT-A-QUESTION,"The further decline of Byzantine state-of-affairs paved the road to a third attack in 1185, when a large Norman army invaded Dyrrachium, owing to the betrayal of high Byzantine officials."
unsupervised,NOT-A-QUESTION,The game is rigged.
unsupervised,NOT-A-QUESTION,"The governor could not actually hold a set speed, because it would assume a new constant speed in response to load changes."
unsupervised,NOT-A-QUESTION,"The governor was improved over time and coupled with variable steam cut off, good speed control in response to changes in load was attainable near the end of the 19th century."
unsupervised,NOT-A-QUESTION,The graph isomorphism problem is the computational problem of determining whether two finite graphs are isomorphic.
unsupervised,NOT-A-QUESTION,"The graph isomorphism problem, the discrete logarithm problem and the integer factorization problem are examples of problems believed to be NP-intermediate."
unsupervised,NOT-A-QUESTION,"The group also operates or has affiliates in other parts of the world, including North Africa and South Asia."
unsupervised,NOT-A-QUESTION,"The group has been designated a terrorist organisation by the United Nations, the European Union and member states, the United States, India, Indonesia, Turkey, Saudi Arabia, Syria and other countries."
unsupervised,NOT-A-QUESTION,"The group is adept at social media, posting Internet videos of beheadings of soldiers, civilians, journalists and aid workers, and is known for its destruction of cultural heritage sites."
unsupervised,NOT-A-QUESTION,"The heads of government of member states also convene a ""European Council"" (a distinct body) that the TEU article 15 defines as providing the 'necessary impetus for its development and shall define the general political directions and priorities'."
unsupervised,NOT-A-QUESTION,"The highest point on the left side of the city lies at a height of 115.7 metres (379.6 ft) (""Redutowa"" bus depot, district of Wola), on the right side – 122.1 metres (400.6 ft) (""Groszówka"" estate, district of Wesoła, by the eastern border)."
unsupervised,NOT-A-QUESTION,"The highest temperature recorded was 104 °F (40 °C) on July 11, 1879 and July 28, 1872."
unsupervised,NOT-A-QUESTION,"The historian Francis Aidan Gasquet wrote about the 'Great Pestilence' in 1893 and suggested that ""it would appear to be some form of the ordinary Eastern or bubonic plague""."
unsupervised,NOT-A-QUESTION,The historic city-centre of Warsaw with its picturesque Old Town in 1980 was listed as a UNESCO World Heritage Site.
unsupervised,NOT-A-QUESTION,"The historical measure of a steam engine's energy efficiency was its ""duty""."
unsupervised,NOT-A-QUESTION,The improvements stayed even though the price of a barrel of oil remained constant at $12 from 1974 to 1979.
unsupervised,NOT-A-QUESTION,The infrastructure has developed a lot over the past years.
unsupervised,NOT-A-QUESTION,"The initial 235 acres (0.95 km2), combined with additional acres acquired later by the City, brings the park to a sizable 300 acres (1.2 km2)."
unsupervised,NOT-A-QUESTION,The inquiry was the idea of President Wilson and the American delegation from the Paris Peace Conference.
unsupervised,NOT-A-QUESTION,The internationalist tendencies of the early revolution would be abandoned until they returned in the framework of a client state in competition with the Americans during the Cold War.
unsupervised,NOT-A-QUESTION,"The interpretation of Islam promoted by this funding was the strict, conservative Saudi-based Wahhabism or Salafism."
unsupervised,NOT-A-QUESTION,The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of England.
unsupervised,NOT-A-QUESTION,"The island archipelagos of Orkney, Shetland and the Western Isles comprise a much smaller number of electors, due to their dispersed population and distance from the Scottish Parliament in Edinburgh."
unsupervised,NOT-A-QUESTION,"The isolated subdivision was for years known as the ""Dogg Pound"" in reference to a local gang, and as of late 2008 was still known for high levels of violent crime."
unsupervised,NOT-A-QUESTION,"The joint statement was made by the Australian Academy of Science, the Royal Flemish Academy of Belgium for Science and the Arts, the Brazilian Academy of Sciences, the Royal Society of Canada, the Caribbean Academy of Sciences, the Chinese Academy of Sciences, the French Academy of Sciences, the German Academy of Natural Scientists Leopoldina, the Indian National Science Academy, the Indonesian Academy of Sciences, the Royal Irish Academy, Accademia Nazionale dei Lincei (Italy), the Academy of Sciences Malaysia, the Academy Council of the Royal Society of New Zealand, the Royal Swedish Academy of Sciences, and the Royal Society (UK)."
unsupervised,NOT-A-QUESTION,"The judicial branch of the EU has played an important role in the development of EU law, by assuming the task of interpreting the treaties, and accelerating economic and political integration."
unsupervised,NOT-A-QUESTION,The kingdom did not fully recover for years.
unsupervised,NOT-A-QUESTION,The known trade between Amalfi and Antioch and between Bari and Tarsus may be related to the presence of Italo-Normans in those cities while Amalfi and Bari were under Norman rule in Italy.
unsupervised,NOT-A-QUESTION,The label Huguenot was purportedly first applied in France to those conspirators (all of them aristocratic members of the Reformed Church) involved in the Amboise plot of 1560: a foiled attempt to wrest power in France from the influential House of Guise.
unsupervised,NOT-A-QUESTION,"The lake is situated in Germany, Switzerland and Austria near the Alps."
unsupervised,NOT-A-QUESTION,"The largest and southern main branch begins as Waal and continues as Boven Merwede (""Upper Merwede""), Beneden Merwede (""Lower Merwede""), Noord River (""North River""), Nieuwe Maas (""New Meuse""), Het Scheur (""the Rip"") and Nieuwe Waterweg (""New Waterway"")."
unsupervised,NOT-A-QUESTION,"The largest party in the Parliament sits in the middle of the semicircle, with opposing parties on either side."
unsupervised,NOT-A-QUESTION,"The largest portion of the Huguenots to settle in the Cape arrived between 1688 and 1689 in seven ships as part of the organised migration, but quite a few arrived as late as 1700; thereafter, the numbers declined and only small groups arrived at a time."
unsupervised,NOT-A-QUESTION,"The last Song emperor drowned, bringing an end to the Song dynasty."
unsupervised,NOT-A-QUESTION,"The last attempt, the Pico Act of 1859, was passed by the California State Legislature and signed by the State governor John B. Weller."
unsupervised,NOT-A-QUESTION,The last stretch of land I see before I enter the unknown over the  Atlantic Ocean for 4 days  futureisclean Bertrand PICCARD .
unsupervised,NOT-A-QUESTION,"The last two models listed were also sent abroad and assembled in a number of other countries, including Egypt and Colombia."
unsupervised,NOT-A-QUESTION,The leading schools such as the Groton School had substantial endowments running to hundreds of millions of dollars supplemented by fundraising drives.
unsupervised,NOT-A-QUESTION,The left one is situated both on the moraine plateau (10 to 25 m (32.8 to 82.0 ft) above Vistula level) and on the Vistula terraces (max.
unsupervised,NOT-A-QUESTION,The legendary religious zeal of the Normans was exercised in religious wars long before the First Crusade carved out a Norman principality in Antioch.
unsupervised,NOT-A-QUESTION,"The legislature of the European Union is principally composed of the European Parliament and the Council of the European Union, which under the Treaties may establish secondary law to pursue the objective set out in the Treaties."
unsupervised,NOT-A-QUESTION,The logic for this is believed to be that the prime number intervals between emergences make it very difficult for predators to evolve that could specialize as predators on Magicicadas.
unsupervised,NOT-A-QUESTION,"The magnitude 6.7 1994 Northridge earthquake was particularly destructive, causing a substantial number of deaths, injuries, and structural collapses."
unsupervised,NOT-A-QUESTION,"The main driving factor of the oxygen cycle is photosynthesis, which is responsible for modern Earth's atmosphere."
unsupervised,NOT-A-QUESTION,"The main elements of this rift are the Upper Rhine Graben, in southwest Germany and eastern France and the Lower Rhine Embayment, in northwest Germany and the southeastern Netherlands."
unsupervised,NOT-A-QUESTION,The main passenger rail station is the recently renovated historic Santa Fe Railroad Depot in Downtown Fresno.
unsupervised,NOT-A-QUESTION,"The main provincial towns and cities experiencing the Massacre were Aix, Bordeaux, Bourges, Lyons, Meaux, Orleans, Rouen, Toulouse, and Troyes."
unsupervised,NOT-A-QUESTION,The main sources of primary law are the Treaties establishing the European Union.
